name,score,beer style,abv,cal,city,country,link
AF Brew Zimnaya Melankholiya,3.72,Baltic Porter,10.3,309.0,St. Petersburg,Russia,/beer/af-brew-zimnaya-melankholiya/387587/
AF Brew,3.7,Imperial Stout,12.7,381.0,St. Petersburg,Russia,/beer/af-brew-lobotomiya-777/360491/
AF Brew Lobotomiya Dextral Brandy BA,3.69,Imperial Stout,12.8,384.0,St. Petersburg,Russia,/beer/af-brew-lobotomiya-dextral-brandy-ba/520099/
Salden's Violent Twins Double IPA,3.68,Imperial IPA,8.2,246.0,Tula,Russia,/beer/saldens-violent-twins-double-ipa/301214/
Jaws Brewery Atomnaya Prachechnaya,3.68,Imperial IPA,7.2,216.0,Sverdlovskaya oblast Zarechnyj,Russia,/beer/jaws-brewery-atomnaya-prachechnaya/170459/
Zagovor Blast Beat,3.68,Imperial IPA,8,240.0,Moscow,Russia,/beer/zagovor-blast-beat/466370/
Bakunin Burevestnik,3.68,Imperial Stout,10.5,315.0,St. Petersburg,Russia,/beer/bakunin-burevestnik/469392/
Salden's Russian Imperial Stout Aged In Single Malt Scotch Whisky Batch #1,3.67,Imperial Stout,10.5,315.0,Tula,Russia,/beer/saldens-russian-imperial-stout-aged-in-single-malt-scotch-whisky-batch-1/508833/
AF Brew Redrum IPA Special Edition,3.66,Imperial IPA,8.8,264.0,St. Petersburg,Russia,/beer/af-brew-redrum-ipa-special-edition/306559/
Victory Art Brew Black Sails IPA,3.65,Black IPA,6,180.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-black-sails-ipa/284096/
Stamm Beer Urals Bourbon Barrel Aged,3.64,Imperial Stout,12,360.0,p. Krasnaya Pakhra Moscow,Russia,/beer/stamm-beer-urals-bourbon-barrel-aged/499006/
AF Brew ABV not IBU: Amarillo,3.64,Imperial IPA,8.7,261.0,St. Petersburg,Russia,/beer/af-brew-abv-not-ibu-amarillo/303157/
Victory Art Brew Tiramistout,3.63,Imperial Stout,10,300.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-tiramistout/482601/
Jaws Brewery Russian Imperial Stout V1,3.63,Imperial Stout,10.5,315.0,Sverdlovskaya oblast Zarechnyj,Russia,/beer/jaws-brewery-russian-imperial-stout-v1/445514/
Stamm Beer Urals Sherry Oloroso,3.61,Imperial Stout,10,300.0,p. Krasnaya Pakhra Moscow,Russia,/beer/stamm-beer-urals-sherry-oloroso/397334/
Salden's Citra & Galaxy Double IPA,3.61,Imperial IPA,8.2,246.0,Tula,Russia,/beer/saldens-citra-galaxy-double-ipa/401005/
Victory Art Brew Red Sails IPA,3.61,India Pale Ale (IPA),6.9,207.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-red-sails-ipa/339208/
Victory Art Brew Aleksander Pokryshkin,3.61,Imperial Stout,12,360.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-aleksander-pokryshkin/301882/
Odna Tonna Choco Mammuth,3.6,Imperial Stout,10,300.0,Zhukovskiy Moscow Region,Russia,/beer/odna-tonna-choco-mammuth/444258/
AF Brew Old Sparky,3.6,Imperial IPA,10,300.0,St. Petersburg,Russia,/beer/af-brew-old-sparky/384234/
Zagovor Hop Water Music,3.6,Imperial IPA,7.8,234.0,Moscow,Russia,/beer/zagovor-hop-water-music/314309/
AF Brew Mosaic IPA,3.59,India Pale Ale (IPA),5.6,168.0,St. Petersburg,Russia,/beer/af-brew-mosaic-ipa/231099/
Victory Art Brew Queen Mary,3.59,English Strong Ale,11,330.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-queen-mary/318061/
Bottle Share Quadrobberry - BA Rioja,3.58,Abt/Quadrupel,13,390.0,Moscow,Russia,/beer/bottle-share-quadrobberry-ba-rioja/514847/
Victory Art Brew OTO IPA,3.58,India Pale Ale (IPA),6.5,195.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-oto-ipa/344288/
Victory Art Brew,3.58,American Strong Ale,11,330.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-anniversary-ale/359711/
Bottle Share Sasha Grape,3.58,Sour/Wild Ale,6,180.0,Moscow,Russia,/beer/bottle-share-sasha-grape/414408/
KONIX Russian Imperial Stout (barrel # Whisky),3.57,Imperial Stout,12.5,375.0,Penzenskaya Oblast Zarechny,Russia,/beer/konix-russian-imperial-stout-barrel-whisky/499646/
Zagovor Egor,3.57,Imperial Stout,9.2,276.0,Moscow,Russia,/beer/zagovor-egor/395551/
AF Brew / Zagovor Jump the Line,3.57,Imperial IPA,10,300.0,St. Petersburg,Russia,/beer/af-brew-zagovor-jump-the-line/520100/
Hophead Tsygan (Gypsy),3.56,Imperial Stout,13,390.0,Moscow,Russia,/beer/hophead-tsygan-gypsy/491904/
Victory Art Brew Pyotr,3.56,Imperial Stout,10.5,315.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-pyotr/440586/
Stamm Beer Urals - BA Single Malt Whiskey,3.56,Imperial Stout,12,360.0,p. Krasnaya Pakhra Moscow,Russia,/beer/stamm-beer-urals-ba-single-malt-whiskey/454062/
Stamm Beer / Zagovor Sour Passion Party,3.55,Sour/Wild Ale,6,180.0,p. Krasnaya Pakhra Moscow,Russia,/beer/stamm-beer-zagovor-sour-passion-party/412174/
Victory Art Brew Smoked Porter,3.55,Porter,6.5,195.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-smoked-porter/284093/
Bottle Share Wrong Way - Coconut Bay,3.54,Sweet Stout,6.8,204.0,Moscow,Russia,/beer/bottle-share-wrong-way-coconut-bay/475289/
Bakunin Black Kangaroo,3.54,Imperial IPA,11,330.0,St. Petersburg,Russia,/beer/bakunin-black-kangaroo/405887/
Victory Art Brew Lord Of The Hops,3.54,Imperial IPA,8.8,264.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-lord-of-the-hops/305594/
Craft Brew Riots / Vasileostrovskaya Raskolnikov,3.54,Imperial Stout,8,240.0,St. Petersburg,Russia,/beer/craft-brew-riots-vasileostrovskaya-raskolnikov/395030/
AF Brew Lobotomiya - Bourbon BA,3.54,Imperial Stout,13,390.0,St. Petersburg,Russia,/beer/af-brew-lobotomiya-bourbon-ba/506188/
Victory Art Brew Red Machine IPA,3.54,India Pale Ale (IPA),7,210.0,Ivanteevka Moscow obl.,Russia,/beer/victory-art-brew-red-machine-ipa/247888/
Salden's Citra & Mosaic Double IPA,3.54,Imperial IPA,8,240.0,Tula,Russia,/beer/saldens-citra-mosaic-double-ipa/334482/
AF Brew / Pühaste Neodekadents,3.54,Imperial Stout,11.5,345.0,St. Petersburg,Russia,/beer/af-brew-puhaste-neodekadents/542812/
AF Brew Goseline Pump: Raspberry,3.53,Grodziskie/Gose/Lichtenhainer,4.8,144.0,St. Petersburg,Russia,/beer/af-brew-goseline-pump-raspberry/485052/
Jaws Brewery Chernaya Atomnaya Prachechnaya,3.53,Black IPA,7.2,216.0,Sverdlovskaya oblast Zarechnyj,Russia,/beer/jaws-brewery-chernaya-atomnaya-prachechnaya/481809/
Salden's Drunken Parrot Black IPA,3.53,Black IPA,7,210.0,Tula,Russia,/beer/saldens-drunken-parrot-black-ipa/301415/
Impeke Sorghum Beer,3.17,Traditional Ale,14,420.0,,Rwanda,/beer/impeke-sorghum-beer/66483/
Mützig Lite (Rwanda),2.68,Pale Lager,4.7,141.0,Gisenyi,Rwanda,/beer/mutzig-lite-rwanda/547913/
BRALIRWA Huza,2.58,Pale Lager,4.8,144.0,Gisenyi,Rwanda,/beer/bralirwa-huza/551513/
Virunga Mist,2.52,Dunkel/Tmavý,6.5,195.0,Kigali,Rwanda,/beer/virunga-mist/231247/
Legend Extra Stout (Rwanda),2.50,Foreign Stout,6.5,195.0,Gisenyi,Rwanda,/beer/legend-extra-stout-rwanda/400158/
Gatanu 5,2.30,Pale Lager,5.1,153.0,Kigali,Rwanda,/beer/gatanu-5/264173/
Virunga Gold,2.22,Imperial Pils/Strong Pale Lager,6.5,195.0,Kigali,Rwanda,/beer/virunga-gold/400157/
Mützig (Rwanda),2.14,Pale Lager,5.5,165.0,Gisenyi,Rwanda,/beer/mutzig-rwanda/50028/
Turbo King (Rwanda),2.13,Amber Lager/Vienna,6.5,195.0,Gisenyi,Rwanda,/beer/turbo-king-rwanda/208563/
Primus (Rwanda),2.09,Pale Lager,5,150.0,Gisenyi,Rwanda,/beer/primus-rwanda/32368/
Akarusho Biere de Banane (Banana Wine),1.52,Traditional Ale,14,420.0,Kigali,Rwanda,/beer/akarusho-biere-de-banane-banana-wine/103563/
,n/a,,,,,,/beer/skol-rwanda/150749/
,n/a,,,,,,/beer/skol-100-malt-rwanda/451175/
Taula Beverages LTD Strong,2.81,Imperial Pils/Strong Pale Lager,7,210.0,Apia,Samoa,/beer/taula-beverages-ltd-strong/465321/
Pure Sama,2.75,Pale Lager,4.6,138.0,Apia,Samoa,/beer/pure-sama/318907/
Vailima Pure,2.58,Pale Lager,4.9,147.0,Apia,Samoa,/beer/vailima-pure/295479/
Vailima Special Export Lager,2.47,Imperial Pils/Strong Pale Lager,6.7,201.0,Apia,Samoa,/beer/vailima-special-export-lager/75157/
Vailima,1.81,Pale Lager,4.9,147.0,Apia,Samoa,/beer/vailima/8757/
Samoa Taula Original,n/a,Premium Lager,4.9,147.0,Apia,Samoa,/beer/samoa-taula-original/292724/
Titanbräu Nera,3.32,Doppelbock,7.5,225.0,Serravalle,San Marino,/beer/titanbrau-nera/268402/
Titanbräu Strong Ale,3.21,English Strong Ale,8,240.0,Serravalle,San Marino,/beer/titanbrau-strong-ale/173620/
Birrificio Abusivo 70%,3.18,Smoked,4.8,144.0,Domagnano,San Marino,/beer/birrificio-abusivo-70/491066/
IL Montale Rossa,3.15,Amber Ale,5.7,171.0,San Marino,San Marino,/beer/il-montale-rossa/407908/
La Guaita Chiara,3.12,Belgian Ale,5.4,162.0,San Marino,San Marino,/beer/la-guaita-chiara/407907/
Titanbräu Ambrata,3.11,Belgian Ale,5.6,168.0,Serravalle,San Marino,/beer/titanbrau-ambrata/189701/
Birrificio Abusivo Ambigua,3.08,Brown Ale,5.5,165.0,Domagnano,San Marino,/beer/birrificio-abusivo-ambigua/407919/
Titanbräu Rossa,3.06,Amber Ale,7.5,225.0,Serravalle,San Marino,/beer/titanbrau-rossa/231426/
Birrificio Abusivo Axe!,3.04,Weizen Bock,6.5,195.0,Domagnano,San Marino,/beer/birrificio-abusivo-axe/491065/
Birrificio Abusivo Kinki Ti Gins,3.02,German Hefeweizen,5.3,159.0,Domagnano,San Marino,/beer/birrificio-abusivo-kinki-ti-gins/560386/
Birrificio Abusivo Bootlegger,3.00,India Pale Ale (IPA),7.5,225.0,Domagnano,San Marino,/beer/birrificio-abusivo-bootlegger/491068/
Birrificio Abusivo Segreta,2.98,German Hefeweizen,4.5,135.0,Domagnano,San Marino,/beer/birrificio-abusivo-segreta/407915/
Birrificio Abusivo Speak Easy,2.98,Pilsener,4.7,141.0,Domagnano,San Marino,/beer/birrificio-abusivo-speak-easy/407918/
Birrificio Abusivo Illecita,2.95,Premium Bitter/ESB,3.6,108.0,Domagnano,San Marino,/beer/birrificio-abusivo-illecita/407914/
La Cesta,2.87,Belgian Ale,-,,San Marino,San Marino,/beer/la-cesta/407906/
Titanbräu FonteVecchia German Pilsner,2.83,Pilsener,4.9,147.0,Serravalle,San Marino,/beer/titanbrau-fontevecchia-german-pilsner/505991/
Titanbräu Bionda,2.80,Zwickel/Keller/Landbier,4.9,147.0,Serravalle,San Marino,/beer/titanbrau-bionda/189697/
Titanbräu Weizen,2.79,German Hefeweizen,5.5,165.0,Serravalle,San Marino,/beer/titanbrau-weizen/175806/
La Capanna,2.58,Zwickel/Keller/Landbier,5,150.0,San Marino,San Marino,/beer/la-capanna/286807/
,n/a,,,,,,/beer/titanbrau-pils/173618/
,n/a,,,,,,/beer/titanbrau-ale/173619/
Creola Export Beer,2.71,Pale Lager,-,,Cidade de Neves,São Tomé & Principe,/beer/creola-export-beer/84445/
Rosema,2.37,Pale Lager,4.2,126.0,Cidade de Neves,São Tomé & Principe,/beer/rosema/84444/
Moussy Apple,3.06,Radler/Shandy,-,,Jeddah,Saudi Arabia,/beer/moussy-apple/410564/
Bario Strawberry,3.04,Radler/Shandy,-,,Riyadh,Saudi Arabia,/beer/bario-strawberry/383949/
Holsten 0.0% Black Grape,2.68,Radler/Shandy,-,,Jeddah,Saudi Arabia,/beer/holsten-00-black-grape/130877/
Al-Amoudi Rich Regular,2.50,Low Alcohol,-,,Jeddah,Saudi Arabia,/beer/al-amoudi-rich-regular/108792/
Bario Classic,1.75,Low Alcohol,-,,Riyadh,Saudi Arabia,/beer/bario-classic/193216/
Moussy Classic,1.69,Low Alcohol,0.5,15.0,Jeddah,Saudi Arabia,/beer/moussy-classic/6629/
Abuljadayel Kingsburg,1.58,Low Alcohol,-,,Jeddah,Saudi Arabia,/beer/abuljadayel-kingsburg/109906/
Hillsburg Regular,1.56,Low Alcohol,-,,Jeddah,Saudi Arabia,/beer/hillsburg-regular/85007/
Bario Peach,n/a,Radler/Shandy,-,,Riyadh,Saudi Arabia,/beer/bario-peach/406560/
Bario Pomegranate,n/a,Radler/Shandy,-,,Riyadh,Saudi Arabia,/beer/bario-pomegranate/399114/
Holsten 0.0% Cranberry,n/a,Radler/Shandy,-,,Jeddah,Saudi Arabia,/beer/holsten-00-cranberry/407419/
Holsten 0.0% Dragon Fruit,n/a,Radler/Shandy,-,,Jeddah,Saudi Arabia,/beer/holsten-00-dragon-fruit/406417/
Holsten 0.0% Lemon,n/a,Radler/Shandy,0.5,15.0,Jeddah,Saudi Arabia,/beer/holsten-00-lemon/197974/
Holsten 0.0% Pomgranate,n/a,Radler/Shandy,-,,Jeddah,Saudi Arabia,/beer/holsten-00-pomgranate/393334/
Holsten 0.0% Strawberry,n/a,Radler/Shandy,-,,Jeddah,Saudi Arabia,/beer/holsten-00-strawberry/92375/
Moussy Lemon Mint,n/a,Low Alcohol,-,,Jeddah,Saudi Arabia,/beer/moussy-lemon-mint/307183/
Bario Pineapple,n/a,Radler/Shandy,-,,Riyadh,Saudi Arabia,/beer/bario-pineapple/4096/
Holsten 0.0% Apple,n/a,Radler/Shandy,-,,Jeddah,Saudi Arabia,/beer/holsten-00-apple/92373/
Hillsburg Strawberry,n/a,Low Alcohol,-,,Jeddah,Saudi Arabia,/beer/hillsburg-strawberry/168246/
Bario Apple,n/a,Radler/Shandy,-,,Riyadh,Saudi Arabia,/beer/bario-apple/409540/
BrewDog Black Eyed King Imp Vietnamese Coffee Edition (Can),4.14,Imperial Stout,12.7,381.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-black-eyed-king-imp-vietnamese-coffee-edition-can/369326/
BrewDog / Nøgne Ø / Mikkeller Black Tokyo* Horizon,4.09,Imperial Stout,17.2,516.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-nogne-o-mikkeller-black-tokyo-horizon/137813/
BrewDog,4.07,Imperial Stout,11.8,354.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-black-eyed-king-imp/273933/
BrewDog,4.07,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-abstrakt-ab04/130879/
BrewDog,4.04,Imperial Stout,15.1,453.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-dog-a/172237/
BrewDog Abstrakt AB:22,4.04,Imperial Stout,12.5,375.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-abstrakt-ab22/520673/
BrewDog Paradox Heaven Hill,4.01,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-paradox-heaven-hill/262222/
BrewDog Paradox Compass Box,4.0,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-paradox-compass-box/321646/
Harviestoun Ola Dubh (40 Year Old),3.99,Old Ale,8,240.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-40-year-old/98058/
BrewDog,3.99,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-paradox-isle-of-arran-15/191084/
BrewDog,3.96,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-paradox-grain-15/204031/
BrewDog Dog D,3.96,Imperial Stout,16.1,483.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-dog-d/338584/
BrewDog,3.93,Imperial Stout,13.2,396.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-tokyo-rising-sun-lowland-edition/176651/
BrewDog Cocoa Psycho,3.93,Imperial Stout,10,300.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-cocoa-psycho/194513/
Harviestoun,3.92,Old Ale,8,240.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-30-year-old/84059/
Fallen / BrewDog Glasgow Big Raspberry Dog Chew,3.92,Imperial Stout,10,300.0,Stirlingshire,Scotland,/beer/fallen-brewdog-glasgow-big-raspberry-dog-chew/368073/
BrewDog,3.92,Imperial Stout,10,300.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-paradox-grain-batch-002/74170/
Harviestoun Ola Dubh (18 Year Old),3.91,Old Ale,8,240.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-18-year-old/98520/
BrewDog Hinterland,3.91,Imperial Stout,9,270.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-hinterland/339135/
BrewDog,3.9,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-paradox-jura/162521/
Tempest Mexicake,3.9,Imperial Stout,11,330.0,Tweedbank Scottish Borders,Scotland,/beer/tempest-mexicake/416106/
BrewDog,3.89,Imperial IPA,9.5,285.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-mikkeller-i-hardcore-you/127320/
Luckie Ales,3.89,Imperial Porter,11.2,336.0,Fife Leven,Scotland,/beer/luckie-ales-1841-xxxp-porter/242142/
Harviestoun Ola Dubh 1991,3.89,Old Ale,10.5,315.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-1991/213228/
BrewDog Old World Russian Imperial Stout (9.5%),3.89,Imperial Stout,9.5,285.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-old-world-russian-imperial-stout-95/238589/
BrewDog,3.89,American Strong Ale,14.5,435.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-mix-tape-8/230513/
Fyne Ales / De Molen Mills and Hills,3.88,Imperial Stout,9.5,285.0,Cairndow Argyll,Scotland,/beer/fyne-ales-de-molen-mills-and-hills/316218/
Orkney Dark Island Reserve,3.88,Old Ale,10,300.0,Stromness,Scotland,/beer/orkney-dark-island-reserve/66103/
BrewDog,3.87,India Pale Ale (IPA),6.8,204.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-vs-cloudwater-new-england-ipa/485742/
Swannay Barrel Aged Orkney Porter (Isle of Arran),3.87,Imperial Porter,10.5,315.0,Orkney Swannay by Evie,Scotland,/beer/swannay-barrel-aged-orkney-porter-isle-of-arran/299828/
BrewDog,3.87,Imperial Stout,11.3,339.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-abstrakt-ab13/210535/
Tempest Mexicake - Bourbon Barrel,3.87,Imperial Stout,11.6,348.0,Tweedbank Scottish Borders,Scotland,/beer/tempest-mexicake-bourbon-barrel/501840/
Tempest In The Dark We Live,3.87,Black IPA,7.2,216.0,Tweedbank Scottish Borders,Scotland,/beer/tempest-in-the-dark-we-live/217697/
Fierce Beer / BrewDog Aberdeen Very Big Moose,3.87,Imperial Stout,12,360.0,Aberdeen,Scotland,/beer/fierce-beer-brewdog-aberdeen-very-big-moose/559477/
BrewDog Hardcore IPA (9.2%),3.86,Imperial IPA,9.2,276.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-hardcore-ipa-92/118721/
Harviestoun Ola Dubh (16 Year Old),3.86,Old Ale,8,240.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-16-year-old/84058/
Traquair Jacobite Ale,3.86,Traditional Ale,8,240.0,Innerleithen Borders,Scotland,/beer/traquair-jacobite-ale/5711/
Harviestoun Ola Dubh (12 Year Old),3.86,Old Ale,8,240.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-12-year-old/84035/
Harviestoun Ola Dubh (30 Year Old)  (Cask),3.86,Old Ale,10,300.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-30-year-old-cask/117680/
BrewDog Born To Die (8.5%),3.86,Imperial IPA,8.5,255.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-born-to-die-85/334699/
BrewDog Paradox Rye,3.86,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-paradox-rye/499390/
BrewDog,3.84,Imperial Stout,12,360.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-tokyo/89844/
Tempest Red Eye Flight,3.84,Porter,7.4,222.0,Tweedbank Scottish Borders,Scotland,/beer/tempest-red-eye-flight/160680/
BrewDog,3.84,Imperial Stout,10.5,315.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-barrel-aged-hinterland/409865/
BrewDog vs. Cloudwater - New England IPA V2,3.83,Imperial IPA,8.5,255.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-vs-cloudwater-new-england-ipa-v2/529484/
Harviestoun Ola Dubh (21 Year Old),3.82,Old Ale,8,240.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-21-year-old/211175/
Harviestoun,3.82,Old Ale,8,240.0,Alva Central,Scotland,/beer/harviestoun-ola-dubh-30th-anniversary/243498/
Tempest Double Shuck,3.82,Imperial Stout,11,330.0,Tweedbank Scottish Borders,Scotland,/beer/tempest-double-shuck/363503/
BrewDog,3.82,Imperial Porter,10.9,327.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-abstrakt-ab17/301775/
BrewDog,3.82,Imperial Stout,15,450.0,Ellon Aberdeenshire,Scotland,/beer/brewdog-christmas-paradox-2012/192940/
33 Export (Senegal),2.63,Pale Lager,5.2,156.0,Dakar,Senegal Republic,/beer/33-export-senegal/447791/
Flag Spéciale (Senegal),2.11,Pale Lager,5.2,156.0,Dakar,Senegal Republic,/beer/flag-speciale-senegal/72233/
Castel Beer (Senegal),1.85,Pale Lager,4.5,135.0,Dakar,Senegal Republic,/beer/castel-beer-senegal/63265/
Bière la Gazelle,1.81,Pale Lager,4.2,126.0,Dakar,Senegal Republic,/beer/biere-la-gazelle/22537/
,n/a,,,,,,/beer/pelforth-ambree-senegal/150367/
Kabinet 02 Kolaboracija (Caramel Stout),3.83,Stout,10,300.0,Nemenikuće Sopot,Serbia,/beer/kabinet-02-kolaboracija-caramel-stout/444038/
Kabinet Olga,3.69,Baltic Porter,7.5,225.0,Nemenikuće Sopot,Serbia,/beer/kabinet-olga/552496/
Dogma Albino White IPA,3.59,India Pale Ale (IPA),6.5,195.0,Belgrade,Serbia,/beer/dogma-albino-white-ipa/511330/
Dogma Hoptopod IPA,3.56,India Pale Ale (IPA),6.5,195.0,Belgrade,Serbia,/beer/dogma-hoptopod-ipa/419546/
Kabinet SuperNova,3.52,India Pale Ale (IPA),6.8,204.0,Nemenikuće Sopot,Serbia,/beer/kabinet-supernova/287370/
Kabinet Mozaik,3.5,American Pale Ale,5.2,156.0,Nemenikuće Sopot,Serbia,/beer/kabinet-mozaik/314060/
RazBeerbriga Black Rider American Stout,3.49,Stout,5.5,165.0,Bukovac,Serbia,/beer/razbeerbriga-black-rider-american-stout/338027/
Zebrew Ice Cream Stout,3.47,Sweet Stout,5,150.0,Belgrade,Serbia,/beer/zebrew-ice-cream-stout/386694/
Kabinet / Zagovor Uteha,3.47,Porter,6.7,201.0,Nemenikuće Sopot,Serbia,/beer/kabinet-zagovor-uteha/481785/
Salto Pale Ale,3.47,American Pale Ale,5.7,171.0,Belgrade,Serbia,/beer/salto-pale-ale/406368/
Crow Pevac Red IPA,3.46,India Pale Ale (IPA),6.5,195.0,Vranovo,Serbia,/beer/crow-pevac-red-ipa/460393/
Kabinet Vertigo,3.46,Pilsener,4.2,126.0,Nemenikuće Sopot,Serbia,/beer/kabinet-vertigo/281850/
Dogma / Crow Crusty The Spring Saison,3.45,Saison,5.8,174.0,Belgrade,Serbia,/beer/dogma-crow-crusty-the-spring-saison/522163/
Kaš Ryezen IPA,3.45,India Pale Ale (IPA),6.5,195.0,Belgrade,Serbia,/beer/kas-ryezen-ipa/308825/
Zebrew Tropical IPA,3.45,India Pale Ale (IPA),6,180.0,Belgrade,Serbia,/beer/zebrew-tropical-ipa/386690/
Kabinet Cassius Stout,3.45,Stout,6.3,189.0,Nemenikuće Sopot,Serbia,/beer/kabinet-cassius-stout/295903/
Crow Tribe,3.45,Saison,6.6,198.0,Vranovo,Serbia,/beer/crow-tribe/499368/
Kabinet Centennial,3.44,India Pale Ale (IPA),5.4,162.0,Nemenikuće Sopot,Serbia,/beer/kabinet-centennial/436989/
Crow Midnight,3.44,Black IPA,6.8,204.0,Vranovo,Serbia,/beer/crow-midnight/454240/
Kabinet Single Hop Citra IPA,3.44,India Pale Ale (IPA),5.4,162.0,Nemenikuće Sopot,Serbia,/beer/kabinet-single-hop-citra-ipa/411199/
Zebrew Lollihop,3.42,India Pale Ale (IPA),7,210.0,Belgrade,Serbia,/beer/zebrew-lollihop/505912/
Crow Paradise Apricot Blanche,3.42,Fruit Beer,4.8,144.0,Vranovo,Serbia,/beer/crow-paradise-apricot-blanche/522162/
Crow Gladiator,3.41,American Pale Ale,5.6,168.0,Vranovo,Serbia,/beer/crow-gladiator/401508/
Crow Black Widow,3.39,Imperial Stout,9.1,273.0,Vranovo,Serbia,/beer/crow-black-widow/490335/
Zebrew Apache,3.39,American Pale Ale,6,180.0,Belgrade,Serbia,/beer/zebrew-apache/420664/
Crow Gecko,3.39,American Pale Ale,5.5,165.0,Vranovo,Serbia,/beer/crow-gecko/417954/
Crow Sunshine,3.37,Wheat Ale,5.2,156.0,Vranovo,Serbia,/beer/crow-sunshine/401507/
Crow / Zebrew Open Saison,3.36,Saison,6.3,189.0,Vranovo,Serbia,/beer/crow-zebrew-open-saison/446486/
Južni Vepar Svarog,3.36,India Pale Ale (IPA),5.55,167.0,Zemun Belgrade,Serbia,/beer/juzni-vepar-svarog/432030/
Kabinet Brewery,3.36,Belgian Ale,8.5,255.0,Nemenikuće Sopot,Serbia,/beer/kabinet-01-kolaboracija/317207/
Kabinet Mandarina Bavaria,3.35,India Pale Ale (IPA),5.4,162.0,Nemenikuće Sopot,Serbia,/beer/kabinet-mandarina-bavaria/462947/
Zebrew Sansho,3.35,India Pale Ale (IPA),6.1,183.0,Belgrade,Serbia,/beer/zebrew-sansho/443721/
Tron All On Black,3.35,Stout,6.5,195.0,Obrenovac,Serbia,/beer/tron-all-on-black/446487/
Kabinet Disko New England IPA (Juicy),3.34,India Pale Ale (IPA),5.6,168.0,Nemenikuće Sopot,Serbia,/beer/kabinet-disko-new-england-ipa-juicy/512661/
Heineken Srbija - Zaječar,3.34,Schwarzbier,6.5,195.0,Zaječar,Serbia,/beer/weifert-tamno/62399/
Kors Laraha,3.33,German Hefeweizen,6.1,183.0,Belgrade,Serbia,/beer/kors-laraha/446490/
Crow / Lenny's Alien,3.33,Spice/Herb/Vegetable,5.2,156.0,Vranovo,Serbia,/beer/crow-lennys-alien/474636/
Crow Jolly,3.33,Cream Ale,5.5,165.0,Vranovo,Serbia,/beer/crow-jolly/401506/
Crow Charlie Brown,3.32,Smoked,5,150.0,Vranovo,Serbia,/beer/crow-charlie-brown/396014/
Crow Hornet IPA,3.31,India Pale Ale (IPA),6.9,207.0,Vranovo,Serbia,/beer/crow-hornet-ipa/449408/
RazBeerbriga Stalker,3.3,Imperial IPA,7.6,228.0,Bukovac,Serbia,/beer/razbeerbriga-stalker/370164/
Dogma Miss Quince,3.3,American Pale Ale,5.5,165.0,Belgrade,Serbia,/beer/dogma-miss-quince/471696/
