beer,link,score,style,abv,cal,loc,country
Yerevan Zhigulyovskoe,/beer/yerevan-zhigulyovskoe/45396/,2.05,Pale Lager,5,150,['Yerevan'],Armenia
Gyumri Gold,/beer/gyumri-gold/107274/,1.95,Pale Lager,4.7,141,['Gyumri'],Armenia
Balashi HopiBon,/beer/balashi-hopibon/475828/,2.91,Premium Lager,5,150,['Santa Cruz'],Aruba
Balashi Light,/beer/balashi-light/117526/,2.82,Pale Lager,-,2.82/5,['Santa Cruz'],Aruba
Rubano,/beer/rubano/13122/,2.63,Pale Lager,-,2.63/5,['Santa Cruz'],Aruba
Balashi,/beer/balashi/10518/,2.17,Pale Lager,5,150,['Santa Cruz'],Aruba
Balashi Chill,/beer/balashi-chill/143569/,1.89,Pale Lager,5,150,['Santa Cruz'],Aruba
Balashi Pilsener,/beer/balashi-pilsener/296383/,n/a,Pale Lager,,,,
Boatrocker Ramjet Whisky Barrel Aged Imperial Stout,/beer/boatrocker-ramjet-whisky-barrel-aged-imperial-stout/231840/,4.11,Imperial Stout,10.2,306,"['Braeside', ' Melbourne', ' VIC']",Australia
Moon Dog Jumping The Shark 2015,/beer/moon-dog-jumping-the-shark-2015/387856/,4.06,Imperial Stout,18.4,552,['Abbotsford'],Australia
Mornington Peninsula Russian Imperial Stout,/beer/mornington-peninsula-russian-imperial-stout/180644/,3.99,Imperial Stout,9.5,285,"['Mornington', ' VIC']",Australia
Modus Operandi Former Tenant,/beer/modus-operandi-former-tenant/279262/,3.94,India Pale Ale (IPA),7.8,234,['Mona Vale'],Australia
Kaiju! Where Strides the Behemoth,/beer/kaiju-where-strides-the-behemoth/268186/,3.92,Black IPA,10.5,315,"['Dandenong', ' Vic']",Australia
Bridge Road B2 Bomber Mach 4.0,/beer/bridge-road-b2-bomber-mach-40/284208/,3.91,Black IPA,8.6,258,['Beechworth'],Australia
Bridge Road / N�gne � Aurora Australis,/beer/bridge-road-nogne-o-aurora-australis/198208/,3.9,Abt/Quadrupel,11,330,['Beechworth'],Australia
Nail Clout Stout,/beer/nail-clout-stout/130196/,3.89,Imperial Stout,10.6,318,"['Bassendean', ' WA']",Australia
Murray's Wild Thing Imperial Stout,/beer/murrays-wild-thing-imperial-stout/95468/,3.89,Imperial Stout,10,300,"['Bob’s Farm', ' NSW']",Australia
Moon Dog Jumping The Shark 2013,/beer/moon-dog-jumping-the-shark-2013/230620/,3.88,Imperial Stout,15.4,462,['Abbotsford'],Australia
Feral Tusk,/beer/feral-tusk/45224/,3.88,Imperial IPA,11.8,354,['Baskerville'],Australia
Boatrocker Coffee Ramjet 2016,/beer/boatrocker-coffee-ramjet-2016/448935/,3.85,Imperial Stout,10.6,318,"['Braeside', ' Melbourne', ' VIC']",Australia
Kaiju! Double IPA,/beer/kaiju-double-ipa/275611/,3.84,Imperial IPA,9.1,273,"['Dandenong', ' Vic']",Australia
Wig & Pen Russian Imperial Stout,/beer/wig-pen-russian-imperial-stout/34298/,3.84,Imperial Stout,11,330,"['Canberra', ' ACT']",Australia
Feral War Hog IPA,/beer/feral-war-hog-ipa/310723/,3.82,India Pale Ale (IPA),7.5,225,['Baskerville'],Australia
Murray's/The Crafty Pint Auld Bulgin' Boysterous Bicep 2013,/beer/murrays-the-crafty-pint-auld-bulgin-boysterous-bicep-2013/220324/,3.81,Imperial Stout,10,300,"['Bob’s Farm', ' NSW']",Australia
Pirate Life IIPA,/beer/pirate-life-iipa/326214/,3.8,Imperial IPA,8.8,264,['Adelaide'],Australia
Nomad Long Reef Pale Ale,/beer/nomad-long-reef-pale-ale/450552/,3.8,American Pale Ale,5,150,['Brookvale'],Australia
Mountain Goat Rare Breed IRA,/beer/mountain-goat-rare-breed-ira/226538/,3.79,India Pale Ale (IPA),6.4,192,"['Richmond', ' Victoria']",Australia
Boatrocker Banshee Barleywine,/beer/boatrocker-banshee-barleywine/345105/,3.79,Barley Wine,14.2,426,"['Braeside', ' Melbourne', ' VIC']",Australia
Thorogoods Billy Bs Golden Malted Apple Beer,/beer/thorogoods-billy-bs-golden-malted-apple-beer/47361/,3.79,Fruit Beer,12,360,['Burra'],Australia
Two Metre Tall Original Sour Ale,/beer/two-metre-tall-original-sour-ale/211803/,3.79,Sour/Wild Ale,6,180,"['New Norfolk', ' Tas']",Australia
Nail Clayden Brew Imperial Porter,/beer/nail-clayden-brew-imperial-porter/270723/,3.78,Imperial Porter,8.5,255,"['Bassendean', ' WA']",Australia
Two Metre Tall Barrel Aged Sour Cherry Ale,/beer/two-metre-tall-barrel-aged-sour-cherry-ale/211804/,3.78,Sour/Wild Ale,-,Special,"['New Norfolk', ' Tas']",Australia
Riverside 777 Imperial IPA (2014-),/beer/riverside-777-imperial-ipa-2014-/255377/,3.77,Imperial IPA,9.2,276,"['Parramatta', ' NSW']",Australia
La Sir�ne Saison,/beer/la-sirene-saison/161562/,3.77,Saison,6.5,195,['Melbourne'],Australia
Nomad Easy as IPA,/beer/nomad-easy-as-ipa/404836/,3.77,Session IPA,4.5,135,['Brookvale'],Australia
Redoak Special Reserve,/beer/redoak-special-reserve/59349/,3.76,Barley Wine,13,390,['Sydney'],Australia
La Sir�ne Belgian Praline,/beer/la-sirene-belgian-praline/282514/,3.76,Sweet Stout,6,180,['Melbourne'],Australia
Little Creatures Return of The Dread,/beer/little-creatures-return-of-the-dread/151910/,3.75,Foreign Stout,7.2,216,['Fremantle'],Australia
Murray's/The Crafty Pint Auld Bulgin' Boysterous Bicep 2014,/beer/murrays-the-crafty-pint-auld-bulgin-boysterous-bicep-2014/278033/,3.75,Imperial Stout,10,300,"['Bob’s Farm', ' NSW']",Australia
Bridge Road B2 Bomber Mach 5.0,/beer/bridge-road-b2-bomber-mach-50/347177/,3.75,Black IPA,9.5,285,['Beechworth'],Australia
Mountain Goat / Mikkeller Cross Breed Gypsy & The Goat Black Pepperberry IPA,/beer/mountain-goat-mikkeller-cross-breed-gypsy-the-goat-black-pepperberry-ipa/171365/,3.75,Black IPA,7.3,219,"['Richmond', ' Victoria']",Australia
Murray's Wild Thing Chocolate,/beer/murrays-wild-thing-chocolate/339529/,3.75,Imperial Stout,10,300,"['Bob’s Farm', ' NSW']",Australia
Mountain Goat Before the Dawn,/beer/mountain-goat-before-the-dawn/183853/,3.74,Black IPA,7.4,222,"['Richmond', ' Victoria']",Australia
Redoak Baltic Porter,/beer/redoak-baltic-porter/50112/,3.74,Baltic Porter,8.7,261,['Sydney'],Australia
Moon Dog / Kissmeyer Nordic Saddle Buffer Barrelly Wine,/beer/moon-dog-kissmeyer-nordic-saddle-buffer-barrelly-wine/211572/,3.74,Barley Wine,14.6,438,['Abbotsford'],Australia
Modus Operandi Zoo Feeder,/beer/modus-operandi-zoo-feeder/279263/,3.74,India Pale Ale (IPA),7.2,216,['Mona Vale'],Australia
Feral Barrique O'Karma,/beer/feral-barrique-okarma/216826/,3.74,Black IPA,6.5,195,['Baskerville'],Australia
Feral Hop Hog ,/beer/feral-hop-hog/90844/,3.73,India Pale Ale (IPA),5.8,174,['Baskerville'],Australia
Hargreaves Hill Russian Imperial Stout,/beer/hargreaves-hill-russian-imperial-stout/151763/,3.73,Imperial Stout,11.7,351,"['Steels Creek', ' Victoria']",Australia
Stockade The Mountie Maple Imperial Stout,/beer/stockade-the-mountie-maple-imperial-stout/517736/,3.72,Imperial Stout,12,360,['Smeaton Grange'],Australia
Mountain Goat Barrel Breed Imperial Stout,/beer/mountain-goat-barrel-breed-imperial-stout/354093/,3.72,Imperial Stout,12.1,363,"['Richmond', ' Victoria']",Australia
Feral The Raging Flem,/beer/feral-the-raging-flem/125625/,3.72,Belgian Strong Ale,7.2,216,['Baskerville'],Australia
Bridge Road One Thousand,/beer/bridge-road-one-thousand/304404/,3.71,Imperial Stout,11.2,336,['Beechworth'],Australia
Feral B.F.H. (Barrel Fermented Hog),/beer/feral-bfh-barrel-fermented-hog/132435/,3.71,India Pale Ale (IPA),5.8,174,['Baskerville'],Australia
Feral Boris the Russian Imperial Stout,/beer/feral-boris-the-russian-imperial-stout/103864/,3.71,Imperial Stout,9.1,273,['Baskerville'],Australia
Mountain Goat Attack of the Killer Hops,/beer/mountain-goat-attack-of-the-killer-hops/500732/,3.71,India Pale Ale (IPA),7.7,231,"['Richmond', ' Victoria']",Australia
Murray's Icon 2IPA,/beer/murrays-icon-2ipa/57854/,3.71,Imperial IPA,7.5,225,"['Bob’s Farm', ' NSW']",Australia
Modus Operandi Cascadian Howl,/beer/modus-operandi-cascadian-howl/520852/,3.71,Black IPA,8.1,243,['Mona Vale'],Australia
Bevog Hagger Blend 0615,/beer/bevog-hagger-blend-0615/345914/,3.93,Barley Wine,12.3,369,['Bad Radkersburg'],Austria
Bevog Hagger Blend 1116,/beer/bevog-hagger-blend-1116/471683/,3.91,Barley Wine,12.1,363,['Bad Radkersburg'],Austria
Bevog Rudeen Black IPA,/beer/bevog-rudeen-black-ipa/317259/,3.85,Black IPA,7.4,222,['Bad Radkersburg'],Austria
Schloss Eggenberg Samichlaus Schwarzes,/beer/schloss-eggenberg-samichlaus-schwarzes/301969/,3.81,Doppelbock,14,420,['Vorchdorf'],Austria
1516 Tres Conejones 15: Tovarich Sanchez Bourbon Cask Matured,/beer/1516-tres-conejones-15-tovarich-sanchez-bourbon-cask-matured/366764/,3.78,Imperial Stout,9.7,291,['Vienna'],Austria
Bevog Who Cares Editions Black IPA vs Cascadian Dark Ale,/beer/bevog-who-cares-editions-black-ipa-vs-cascadian-dark-ale/300830/,3.78,Black IPA,7.7,231,['Bad Radkersburg'],Austria
Bierschmiede Amboss,/beer/bierschmiede-amboss/335680/,3.76,Imperial Stout,9.5,285,['Steinbach am Attersee'],Austria
Bevog DIPA,/beer/bevog-dipa/266633/,3.75,Imperial IPA,8.1,243,['Bad Radkersburg'],Austria
Bevog Who Cares Editions Chocolate Stout,/beer/bevog-who-cares-editions-chocolate-stout/371830/,3.75,Sweet Stout,6.66,200,['Bad Radkersburg'],Austria
Bierol El Presidente,/beer/bierol-el-presidente/486340/,3.74,India Pale Ale (IPA),7.2,216,['Schwoich'],Austria
Schloss Eggenberg Samichlaus Classic Holzfass,/beer/schloss-eggenberg-samichlaus-classic-holzfass/162017/,3.71,Doppelbock,14,420,['Vorchdorf'],Austria
Bierol El Patr�n,/beer/bierol-el-patron/514788/,3.71,Imperial IPA,8.9,267,['Schwoich'],Austria
Bevog Ond Smoked Porter,/beer/bevog-ond-smoked-porter/197736/,3.71,Smoked,6.3,189,['Bad Radkersburg'],Austria
Bevog Who Cares Editions Double IPA (Shower Beer),/beer/bevog-who-cares-editions-double-ipa-shower-beer/396405/,3.7,Imperial IPA,8.3,249,['Bad Radkersburg'],Austria
Schloss Eggenberg Urbock Dunkel Eisbock,/beer/schloss-eggenberg-urbock-dunkel-eisbock/18399/,3.7,Eisbock,9.8,294,['Vorchdorf'],Austria
Brew Age Dunkle Materie,/beer/brew-age-dunkle-materie/265761/,3.7,Black IPA,6.9,207,['Vienna'],Austria
Bevog Who Cares Editions Lumberjack IPA,/beer/bevog-who-cares-editions-lumberjack-ipa/315566/,3.7,India Pale Ale (IPA),6,180,['Bad Radkersburg'],Austria
Brew Age Red Out,/beer/brew-age-red-out/414740/,3.69,Sour Red/Brown,8.5,255,['Vienna'],Austria
Bevog Kramah India Pale Ale,/beer/bevog-kramah-india-pale-ale/213316/,3.68,India Pale Ale (IPA),6.5,195,['Bad Radkersburg'],Austria
Bevog Who Cares Editions Brown Snowball Coconut Porter,/beer/bevog-who-cares-editions-brown-snowball-coconut-porter/459952/,3.67,Imperial Porter,8.1,243,['Bad Radkersburg'],Austria
1516 NZ Victory Hop Devil India Pale Ale,/beer/1516-nz-victory-hop-devil-india-pale-ale/33064/,3.67,India Pale Ale (IPA),7,210,['Vienna'],Austria
Rieder Schwarzmann,/beer/rieder-schwarzmann/336564/,3.67,Schwarzbier,5.4,162,['Ried'],Austria
Brew Age Alphatier,/beer/brew-age-alphatier/522149/,3.66,India Pale Ale (IPA),5.6,168,['Vienna'],Austria
Bierol Padawan,/beer/bierol-padawan/334084/,3.66,American Pale Ale,5.5,165,['Schwoich'],Austria
Brew Age Philibeg,/beer/brew-age-philibeg/464874/,3.65,Scotch Ale,10.5,315,['Vienna'],Austria
Bierzauberei New Year Imperial Ale 2014,/beer/bierzauberei-new-year-imperial-ale-2014/240854/,3.65,Imperial IPA,10.5,315,['Brunn am Gebirge'],Austria
Engelszell Gregorius Trappistenbier,/beer/engelszell-gregorius-trappistenbier/171748/,3.65,Abt/Quadrupel,10.5,315,['Engelhartszell an der Donau'],Austria
Bevog Baja Oatmeal Stout,/beer/bevog-baja-oatmeal-stout/197734/,3.64,Stout,5.8,174,['Bad Radkersburg'],Austria
Bevog Who Cares Editions Freezbee Beer Session IPA,/beer/bevog-who-cares-editions-freezbee-beer-session-ipa/425889/,3.64,Session IPA,4.4,132,['Bad Radkersburg'],Austria
Brew Age Eisknacker,/beer/brew-age-eisknacker/401389/,3.64,Eisbock,12.2,366,['Vienna'],Austria
Brew Age Fassknacker,/beer/brew-age-fassknacker/414886/,3.63,Barley Wine,10.5,315,['Vienna'],Austria
Bierol El Diablo,/beer/bierol-el-diablo/486342/,3.63,Imperial IPA,8,240,['Schwoich'],Austria
Edelweiss Gamsbock,/beer/edelweiss-gamsbock/45827/,3.63,Weizen Bock,7.1,213,['Zipf'],Austria
Hofstettner G'froren's Mandarina Bavaria (DH) Iced IPA,/beer/hofstettner-gfrorens-mandarina-bavaria-dh-iced-ipa/307470/,3.62,Imperial IPA,11.4,342,['St. Martin'],Austria
Bierschmiede Hammer,/beer/bierschmiede-hammer/357868/,3.62,Baltic Porter,7,210,['Steinbach am Attersee'],Austria
Lichtenthaler Brett Ale / Oud Bruin,/beer/lichtenthaler-brett-ale-oud-bruin/330881/,3.62,Sour Red/Brown,-,Special,['Vienna'],Austria
7 Stern Winterrauchbock,/beer/7-stern-winterrauchbock/41418/,3.62,Smoked,6.2,186,['Vienna'],Austria
Bevog Black Blood,/beer/bevog-black-blood/538855/,3.61,Black IPA,7.77,233,['Bad Radkersburg'],Austria
Next Level Brewing Black Queen - Imperial Stout,/beer/next-level-brewing-black-queen-imperial-stout/433348/,3.61,Imperial Stout,10.1,303,['Vienna'],Austria
Bevog Who Cares Editions Double IPA Volume 2. (Shower Beer),/beer/bevog-who-cares-editions-double-ipa-volume-2-shower-beer/487733/,3.6,Imperial IPA,8.2,246,['Bad Radkersburg'],Austria
Brew Age Affenk�nig,/beer/brew-age-affenkonig/322380/,3.6,Imperial IPA,8.2,246,['Vienna'],Austria
Next Level Brewing Local Hero - Easy Pale Ale,/beer/next-level-brewing-local-hero-easy-pale-ale/367717/,3.6,American Pale Ale,5.3,159,['Vienna'],Austria
Lichtenthaler La Viennette Marille,/beer/lichtenthaler-la-viennette-marille/376433/,3.6,Sour/Wild Ale,7.2,216,['Vienna'],Austria
Gusswerk Die Schwarze Kuh,/beer/gusswerk-die-schwarze-kuh/300213/,3.59,Imperial Stout,9.2,276,['Hof bei Salzburg'],Austria
Bierol / Brew Age Juicebumps,/beer/bierol-brew-age-juicebumps/506272/,3.59,India Pale Ale (IPA),-,Special,['Schwoich'],Austria
Next Level Brewing Bitter Freak - Brutal Double IPA,/beer/next-level-brewing-bitter-freak-brutal-double-ipa/370530/,3.59,Imperial IPA,7.5,225,['Vienna'],Austria
Bierol Imperial Oatmeal Stout,/beer/bierol-imperial-oatmeal-stout/330871/,3.58,Imperial Stout,9.1,273,['Schwoich'],Austria
Next Level Brewing Tropical Passion - Passionfruit Ale,/beer/next-level-brewing-tropical-passion-passionfruit-ale/439254/,3.58,Wheat Ale,4.9,147,['Vienna'],Austria
Schloss Eggenberg Samichlaus Classic,/beer/schloss-eggenberg-samichlaus-classic/6245/,3.57,Doppelbock,14,420,['Vorchdorf'],Austria
Bevog Who Cares Editions Milk Stout,/beer/bevog-who-cares-editions-milk-stout/343054/,3.57,Sweet Stout,5.9,177,['Bad Radkersburg'],Austria
Beerbaşa Light,/beer/beerba351a-light/523968/,2.96,Dortmunder/Helles,-,2.96/5,['Baku'],Azerbaijan
Beerbaşa Dark,/beer/beerba351a-dark/523967/,2.94,Dunkel/Tmav�,-,2.94/5,['Baku'],Azerbaijan
The Brewery (Baku) Medium,/beer/the-brewery-baku-medium/514053/,2.93,Oktoberfest/M�rzen,4.8,144,['Baku'],Azerbaijan
The Brewery (Baku) Dark,/beer/the-brewery-baku-dark/514054/,2.90,Dunkel/Tmav�,4.6,138,['Baku'],Azerbaijan
The Brewery (Baku) Light,/beer/the-brewery-baku-light/514052/,2.88,Pilsener,4,120,['Baku'],Azerbaijan
Starapraga Pilsner Premium Dark,/beer/starapraga-pilsner-premium-dark/522634/,2.79,Dunkel/Tmav�,5.2,156,['Novxani'],Azerbaijan
Xirdalan Export,/beer/xirdalan-export/523716/,2.75,Pale Lager,3.6,108,"['Xırdalan', ' Baku']",Azerbaijan
Xirdalan Novruz,/beer/xirdalan-novruz/508502/,2.75,Premium Lager,-,Spring,"['Xırdalan', ' Baku']",Azerbaijan
Novxani Pilsener Zlat�,/beer/novxani-pilsener-zlaty/146580/,2.73,Czech Pilsner (Světl�),4.2,126,['Novxani'],Azerbaijan
Karvan,/beer/karvan/230143/,2.70,Pale Lager,-,2.7/5,['Yevlakh'],Azerbaijan
Grand Saaz Hop,/beer/grand-saaz-hop/522651/,2.68,Premium Lager,5,150,['Novxani'],Azerbaijan
Bizim Pive 3.5%,/beer/bizim-pive-35/57933/,2.68,Pale Lager,3.5,105,"['Xırdalan', ' Baku']",Azerbaijan
Baki-Praqa Golden Malt,/beer/baki-praqa-golden-malt/524581/,2.66,Pale Lager,4.5,135,['Novxani'],Azerbaijan
Novxani Pilsener Light,/beer/novxani-pilsener-light/522631/,2.66,Pale Lager,4.2,126,['Novxani'],Azerbaijan
Xirdalan Qara,/beer/xirdalan-qara/38848/,2.60,Dunkel/Tmav�,6,180,"['Xırdalan', ' Baku']",Azerbaijan
Xirdalan 7.7,/beer/xirdalan-77/38847/,2.58,Imperial Pils/Strong Pale Lager,7.7,231,"['Xırdalan', ' Baku']",Azerbaijan
Castel Beer (Azerbaijan),/beer/castel-beer-azerbaijan/38797/,2.50,Pale Lager,6,180,"['Xırdalan', ' Baku']",Azerbaijan
Xirdalan Lager Beer,/beer/xirdalan-lager-beer/50476/,2.17,Pale Lager,4.8,144,"['Xırdalan', ' Baku']",Azerbaijan
Xirdalan Draft Premium,/beer/xirdalan-draft-premium/143005/,1.96,Premium Lager,5.3,159,"['Xırdalan', ' Baku']",Azerbaijan
Afsana,/beer/afsana/193316/,1.91,Pale Lager,4.2,126,"['Xırdalan', ' Baku']",Azerbaijan
MVF Falken,/beer/mvf-falken/535052/,1.85,Pale Lager,4.8,144,['Khirdalan'],Azerbaijan
Starapraga Pilsner Light,/beer/starapraga-pilsner-light/522632/,n/a,Pale Lager,4.3,129,['Novxani'],Azerbaijan
Starapraga Pilsner Premium,/beer/starapraga-pilsner-premium/522633/,n/a,Premium Lager,4.8,144,['Novxani'],Azerbaijan
Baki-Castel 33 Export (Azerbaijan),/beer/baki-castel-33-export-azerbaijan/57932/,n/a,Premium Lager,,,,
Bizim Pive 4.2%,/beer/bizim-pive-42/106639/,n/a,Pale Lager,4.2,126,"['Xırdalan', ' Baku']",Azerbaijan
Grand Light Beer,/beer/grand-light-beer/522652/,n/a,Pale Lager,4,120,['Novxani'],Azerbaijan
Grand Unfiltered,/beer/grand-unfiltered/522650/,n/a,Pale Lager,5,150,['Novxani'],Azerbaijan
Jaker Premium,/beer/jaker-premium/523037/,n/a,Pale Lager,4.8,144,['Novxani'],Azerbaijan
Jaker Premium Dark,/beer/jaker-premium-dark/523038/,n/a,Dunkel/Tmav�,5.2,156,['Novxani'],Azerbaijan
Pirate Republic Black Beer'd Stout,/beer/pirate-republic-black-beerd-stout/352212/,3.41,Stout,6.9,207,['Nassau'],Bahamas
Pirate Republic Island Pirate Ale,/beer/pirate-republic-island-pirate-ale/322167/,3.22,India Pale Ale (IPA),5.2,156,['Nassau'],Bahamas
Bahamian Strong Back Stout,/beer/bahamian-strong-back-stout/103067/,3.13,Foreign Stout,7.6,228,['Freeport'],Bahamas
Pirate Republic Gold & Haze of Piracy,/beer/pirate-republic-gold-haze-of-piracy/322168/,3.03,Witbier,4.6,138,['Nassau'],Bahamas
Pirate Republic Take No Quarter,/beer/pirate-republic-take-no-quarter/463925/,3.02,India Pale Ale (IPA),7.2,216,['Nassau'],Bahamas
Pirate Republic Citra Me Timbers,/beer/pirate-republic-citra-me-timbers/566757/,3.00,American Pale Ale,5.1,153,['Nassau'],Bahamas
Pirate Republic Old Ale,/beer/pirate-republic-old-ale/513928/,2.98,Pale Lager,6.5,195,['Nassau'],Bahamas
Pirate Republic Seven Seas,/beer/pirate-republic-seven-seas/566761/,2.92,Amber Ale,6.5,195,['Nassau'],Bahamas
Pirate Republic Long John Pilsner,/beer/pirate-republic-long-john-pilsner/323706/,2.91,Pilsener,4.5,135,['Nassau'],Bahamas
Pirate Republic Lutra Express,/beer/pirate-republic-lutra-express/566762/,2.87,Fruit Beer,7.1,213,['Nassau'],Bahamas
Pirate Republic Captain Kidd's K�lsch,/beer/pirate-republic-captain-kidds-kolsch/382293/,2.86,K�lsch,5.16,155,['Nassau'],Bahamas
Pirate Republic Coconut Porter,/beer/pirate-republic-coconut-porter/453269/,2.84,Porter,-,2.84/5,['Nassau'],Bahamas
Pirate Republic Imperial FCCK,/beer/pirate-republic-imperial-fcck/453267/,2.83,Imperial Stout,-,2.83/5,['Nassau'],Bahamas
Bahamian Atlantis Ale,/beer/bahamian-atlantis-ale/241471/,2.82,Amber Ale,5.8,174,['Freeport'],Bahamas
Kalik Crisp,/beer/kalik-crisp/448706/,2.72,Pale Lager,4.6,138,['Nassau'],Bahamas
Pirate Republic Cream Ale,/beer/pirate-republic-cream-ale/513926/,2.72,Cream Ale,4,120,['Nassau'],Bahamas
Bahamian Sands Pink Radler,/beer/bahamian-sands-pink-radler/382307/,2.68,Radler/Shandy,2.3,69,['Freeport'],Bahamas
Grand Bahama Lucayan Lager,/beer/grand-bahama-lucayan-lager/8673/,2.58,Pale Lager,-,2.58/5,['Freeport'],Bahamas
Eclipse Beer,/beer/eclipse-beer/105377/,2.48,Pale Lager,-,2.48/5,['Nassau'],Bahamas
Kalik Light Platinum,/beer/kalik-light-platinum/453272/,2.48,Malt Liquor,6,180,['Nassau'],Bahamas
Bahamian High Rock,/beer/bahamian-high-rock/114948/,2.41,Premium Lager,5.6,168,['Freeport'],Bahamas
Kalik Radler,/beer/kalik-radler/283493/,2.33,Radler/Shandy,2,60,['Nassau'],Bahamas
Kalik Lime,/beer/kalik-lime/182816/,2.26,Pale Lager,-,2.26/5,['Nassau'],Bahamas
Kalik Gold,/beer/kalik-gold/865/,2.16,Malt Liquor,7,210,['Nassau'],Bahamas
Bahamian Bush Crack,/beer/bahamian-bush-crack/166218/,2.16,Malt Liquor,5.9,177,['Freeport'],Bahamas
Bahamian Sands Beer,/beer/bahamian-sands-beer/87594/,2.16,Pale Lager,5.2,156,['Freeport'],Bahamas
Bahamian Sands Light,/beer/bahamian-sands-light/110515/,2.07,Pale Lager,4.2,126,['Freeport'],Bahamas
Kalik,/beer/kalik/8682/,1.91,Pale Lager,5,150,['Nassau'],Bahamas
Kalik Light,/beer/kalik-light/866/,1.73,Pale Lager,4.9,147,['Nassau'],Bahamas
Buccaneer Lager,/beer/buccaneer-lager/41509/,n/a,Pale Lager,5,150,['Freeport'],Bahamas
Crown Energy Drink,/beer/crown-energy-drink/79851/,2.06,Pale Lager,4.8,144,['Dhaka'],Bangladesh
Hunter Malt Beverage,/beer/hunter-malt-beverage/68979/,1.65,Pale Lager,5,150,['Dhaka'],Bangladesh
Banks Stallion Milk Stout,/beer/banks-stallion-milk-stout/139527/,3.18,Sweet Stout,5,150,['Christchurch'],Barbados
The BrewHouse Mahogany Bay Stout,/beer/the-brewhouse-mahogany-bay-stout/501003/,3.13,Stout,7,210,['Christ Church'],Barbados
The BrewHouse Round Rock IPA,/beer/the-brewhouse-round-rock-ipa/500048/,3.13,India Pale Ale (IPA),6.5,195,['Christ Church'],Barbados
The BrewHouse Long Beach Wheat Ale,/beer/the-brewhouse-long-beach-wheat-ale/500968/,3.11,German Hefeweizen,5,150,['Christ Church'],Barbados
The BrewHouse Silver Sands Pale,/beer/the-brewhouse-silver-sands-pale/500018/,3.06,English Pale Ale,5,150,['Christ Church'],Barbados
The BrewHouse South Point Summer Ale,/beer/the-brewhouse-south-point-summer-ale/500424/,3.04,Golden Ale/Blond Ale,4,120,['Christ Church'],Barbados
The BrewHouse Sam Lords Smoked Porter,/beer/the-brewhouse-sam-lords-smoked-porter/500073/,3.04,Porter,7,210,['Christ Church'],Barbados
The BrewHouse Ragged Point Red Ale,/beer/the-brewhouse-ragged-point-red-ale/500711/,3.02,Irish Ale,5,150,['Christ Church'],Barbados
Banks Deputy,/beer/banks-deputy/258464/,2.78,Pilsener,4.6,138,['Christchurch'],Barbados
"Banks Twist Shandy, Cranberry",/beer/banks-twist-shandy-cranberry/354706/,2.64,Radler/Shandy,0.9,27,['Christchurch'],Barbados
Banks Light ,/beer/banks-light/4098/,2.62,Pale Lager,3.8,114,['Christchurch'],Barbados
Banks Amber Ale ,/beer/banks-amber-ale/139530/,2.57,Golden Ale/Blond Ale,5,150,['Christchurch'],Barbados
Hardears Golden Ram,/beer/hardears-golden-ram/282784/,2.54,Amber Ale,5.4,162,['Christchurch'],Barbados
Banks Seven Strong Lager ,/beer/banks-seven-strong-lager/139529/,2.51,Imperial Pils/Strong Pale Lager,7,210,['Christchurch'],Barbados
10 Saints Hand Crafted Beer Aged in Rum Casks,/beer/10-saints-hand-crafted-beer-aged-in-rum-casks/177085/,2.36,Premium Lager,4.8,144,"['Speightstown', ' St. Peter']",Barbados
Banks Twist Shandy ,/beer/banks-twist-shandy/4099/,2.31,Radler/Shandy,0.9,27,['Christchurch'],Barbados
